source_row_id,wave,raw_state,raw_district,unit_id,method,source_id,status,note
nss_2007_08__jharkhand__20114__ranchi,nss_2007_08,Jharkhand,Ranchi,pc2001__20__14,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__jharkhand__20116__gumla,nss_2007_08,Jharkhand,Gumla,pc2001__20__16,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__karnataka__29116__udupi,nss_2007_08,Karnataka,Udupi,pc2001__29__16,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__kerala__32101__kasaragod,nss_2007_08,Kerala,Kasaragod,pc2001__32__01,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__kerala__32102__kannur,nss_2007_08,Kerala,Kannur,pc2001__32__02,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__kerala__32103__wayanad,nss_2007_08,Kerala,Wayanad,pc2001__32__03,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__kerala__32104__kozhikode,nss_2007_08,Kerala,Kozhikode,pc2001__32__04,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__kerala__32106__palakkad,nss_2007_08,Kerala,Palakkad,pc2001__32__06,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__lakshadweep__31101__lakshadweep,nss_2007_08,Lakshadweep,Lakshadweep,pc2001__31__01,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__madhya pradesh__23108__tikamgarh,nss_2007_08,Madhya Pradesh,Tikamgarh,pc2001__23__08,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__madhya pradesh__23109__chhatarpur,nss_2007_08,Madhya Pradesh,Chhatarpur,pc2001__23__09,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__madhya pradesh__23110__panna,nss_2007_08,Madhya Pradesh,Panna,pc2001__23__10,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__madhya pradesh__23113__satna,nss_2007_08,Madhya Pradesh,Satna,pc2001__23__13,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__madhya pradesh__23114__rewa,nss_2007_08,Madhya Pradesh,Rewa,pc2001__23__14,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__madhya pradesh__23115__umaria,nss_2007_08,Madhya Pradesh,Umaria,pc2001__23__15,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__madhya pradesh__23117__sidhi,nss_2007_08,Madhya Pradesh,Sidhi,pc2001__23__17,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__maharashtra__27121__thane,nss_2007_08,Maharastra,Thane,pc2001__27__21,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__maharashtra__27122__mumbai suburban,nss_2007_08,Maharastra,Mumbai Suburban,pc2001__27__22,official_unchanged_boundary_carryback,census2011_maharashtra_admin_atlas,accepted,Accepted as the named Census 2001 district under the reviewed unchanged-boundary decision. The exact normalized name agrees with the official census frame; later Delhi reorganization is outside both NSS reference dates.
nss_2007_08__maharashtra__27124__raigarh,nss_2007_08,Maharastra,Raigarh,pc2001__27__24,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__maharashtra__27132__ratnagiri,nss_2007_08,Maharastra,Ratnagiri,pc2001__27__32,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__maharashtra__27133__sindhudurg,nss_2007_08,Maharastra,Sindhudurg,pc2001__27__33,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__manipur__14104__bishnupur,nss_2007_08,Manipur,Bishnupur,pc2001__14__04,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__manipur__14105__thoubal,nss_2007_08,Manipur,Thoubal,pc2001__14__05,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__manipur__14106__imphal west,nss_2007_08,Manipur,Imphal West,pc2001__14__06,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__manipur__14107__imphal east,nss_2007_08,Manipur,Imphal East,pc2001__14__07,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__meghalaya__17101__west garo hills,nss_2007_08,Meghalaya,West Garo Hills,pc2001__17__01,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__meghalaya__17102__east garo hills,nss_2007_08,Meghalaya,East Garo Hills,pc2001__17__02,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__meghalaya__17103__south garo hills,nss_2007_08,Meghalaya,South Garo Hills,pc2001__17__03,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__meghalaya__17104__west khasi hills,nss_2007_08,Meghalaya,West Khasi Hills,pc2001__17__04,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__meghalaya__17105__ri bhoi,nss_2007_08,Meghalaya,Ri - bhoi,pc2001__17__05,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__meghalaya__17106__east khasi hills,nss_2007_08,Meghalaya,East Khasi Hills,pc2001__17__06,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__meghalaya__17107__jaintia hills,nss_2007_08,Meghalaya,Jaintia Hills,pc2001__17__07,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__mizoram__15101__mamit,nss_2007_08,Mizoram,Mamit,pc2001__15__01,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__mizoram__15102__kolasib,nss_2007_08,Mizoram,Kolasib,pc2001__15__02,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__mizoram__15104__champhai,nss_2007_08,Mizoram,Champhai,pc2001__15__04,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__mizoram__15106__lunglei,nss_2007_08,Mizoram,Lunglei,pc2001__15__06,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__mizoram__15107__lawngtlai,nss_2007_08,Mizoram,Lawngtlai,pc2001__15__07,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__mizoram__15108__saiha,nss_2007_08,Mizoram,Saiha,pc2001__15__08,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__nagaland__13101__mon,nss_2007_08,Nagaland,Mon,pc2001__13__01,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__nagaland__13102__tuensang,nss_2007_08,Nagaland,Tuensang,pc2001__13__02,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__nagaland__13104__zunheboto,nss_2007_08,Nagaland,Zunheboto,pc2001__13__04,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__nagaland__13105__wokha,nss_2007_08,Nagaland,Wokha,pc2001__13__05,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__nagaland__13106__dimapur,nss_2007_08,Nagaland,Dimapur,pc2001__13__06,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__nagaland__13107__kohima,nss_2007_08,Nagaland,Kohima,pc2001__13__07,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__nagaland__13108__phek,nss_2007_08,Nagaland,Phek,pc2001__13__08,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__odisha__21108__baleshwar,nss_2007_08,Orissa,Baleshwar,pc2001__21__08,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__odisha__21109__bhadrak,nss_2007_08,Orissa,Bhadrak,pc2001__21__09,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__odisha__21110__kendrapara,nss_2007_08,Orissa,Kendrapara,pc2001__21__10,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__odisha__21111__jagatsinghapur,nss_2007_08,Orissa,Jagatsinghapur,pc2001__21__11,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__odisha__21112__cuttack,nss_2007_08,Orissa,Cuttack,pc2001__21__12,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__odisha__21113__jajapur,nss_2007_08,Orissa,Jajapur,pc2001__21__13,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__odisha__21116__nayagarh,nss_2007_08,Orissa,Nayagarh,pc2001__21__16,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__odisha__21117__khordha,nss_2007_08,Orissa,Khordha,pc2001__21__17,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__odisha__21118__puri,nss_2007_08,Orissa,Puri,pc2001__21__18,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__puducherry__34101__yanam,nss_2007_08,Pondicheri,Yanam,pc2001__34__01,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__puducherry__34102__pondicherry,nss_2007_08,Pondicheri,Pondicherry,pc2001__34__02,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__puducherry__34103__mahe,nss_2007_08,Pondicheri,Mahe,pc2001__34__03,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__puducherry__34104__karaikal,nss_2007_08,Pondicheri,Karaikal,pc2001__34__04,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__punjab__03101__gurdaspur,nss_2007_08,Punjab,Gurdaspur,pc2001__03__01,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__punjab__03102__amritsar,nss_2007_08,Punjab,Amritsar,pc2001__03__02,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__punjab__03103__kapurthala,nss_2007_08,Punjab,Kapurthala,pc2001__03__03,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__punjab__03104__jalandhar,nss_2007_08,Punjab,Jalandhar,pc2001__03__04,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__punjab__03105__hoshiarpur,nss_2007_08,Punjab,Hoshiarpur,pc2001__03__05,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__punjab__03106__nawanshahr,nss_2007_08,Punjab,Nawanshahr,pc2001__03__06,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__punjab__03107__rupnagar,nss_2007_08,Punjab,Rupnagar,pc2001__03__07,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__rajasthan__08103__bikaner,nss_2007_08,Rajasthan,Bikaner,pc2001__08__03,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__rajasthan__08115__jodhpur,nss_2007_08,Rajasthan,Jodhpur,pc2001__08__15,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__rajasthan__08116__jaisalmer,nss_2007_08,Rajasthan,Jaisalmer,pc2001__08__16,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__rajasthan__08117__barmer,nss_2007_08,Rajasthan,Barmer,pc2001__08__17,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__rajasthan__08118__jalor,nss_2007_08,Rajasthan,Jalor,pc2001__08__18,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__rajasthan__08119__sirohi,nss_2007_08,Rajasthan,Sirohi,pc2001__08__19,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__rajasthan__08120__pali,nss_2007_08,Rajasthan,Pali,pc2001__08__20,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__tamil nadu__33101__thiruvallur,nss_2007_08,Tamil Nadu,Thiruvallur,pc2001__33__01,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__tamil nadu__33102__chennai,nss_2007_08,Tamil Nadu,Chennai,pc2001__33__02,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__tamil nadu__33103__kancheepuram,nss_2007_08,Tamil Nadu,Kancheepuram,pc2001__33__03,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__tamil nadu__33104__vellore,nss_2007_08,Tamil Nadu,Vellore,pc2001__33__04,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__tamil nadu__33107__viluppuram,nss_2007_08,Tamil Nadu,Viluppuram,pc2001__33__07,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__tamil nadu__33118__cuddalore,nss_2007_08,Tamil Nadu,Cuddalore,pc2001__33__18,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__tripura__16101__west tripura,nss_2007_08,Tripura,West Tripura,pc2001__16__01,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__tripura__16102__south tripura,nss_2007_08,Tripura,South Tripura,pc2001__16__02,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__tripura__16103__dhalai,nss_2007_08,Tripura,Dhalai,pc2001__16__03,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__tripura__16104__north tripura,nss_2007_08,Tripura,North Tripura,pc2001__16__04,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
nss_2007_08__uttar pradesh__09101__saharanpur,nss_2007_08,Uttar Pradesh,Saharanpur,pc2001__09__01,official_nss64_census2001_code_name_identity,nss64_education_district_codes,accepted,Accepted for the 2007-08 wave because the official NSS-64 district code resolves to the same Census-2001 state and district codes and the normalized state and district names also match the Census-2001 registry exactly. Code-only or name-only agreements remain under review.
