"analysis_id","family","analysis_role","multiplicity_family","specification_id","welfare_specification_id","welfare_outcome_id","outcome_round","estimand","treatment","adjustment_id","construction_id","excluded_instruments","effective_f","effective_f_critical_value","first_stage_strong","reduced_form_p_holm_family","reduced_form_family_signal","anderson_rubin_p_beta0_holm_family","ar_family_signal","ar_95_bounded","ar_95_disconnected","ar_95_left_truncated","ar_95_right_truncated","n"
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__ancova__region_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__ancova__region_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__early_2009__ancova","mean_log_real_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.0235269545849779,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,521
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__ancova__state_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__ancova__state_main__nonzero_mean","alt_welfare__mean_log_real_mpce__early_2009__ancova","mean_log_real_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",1.05401549904696,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,521
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__ancova__state_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__ancova__state_main__glottolog_mean","alt_welfare__mean_log_real_mpce__early_2009__ancova","mean_log_real_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",1.15467464377816,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,521
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__ancova__state_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__ancova__state_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__early_2009__ancova","mean_log_real_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.0598894906090596,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,521
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__change__region_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__change__region_main__nonzero_mean","alt_welfare__mean_log_real_mpce__early_2009__change","mean_log_real_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",5.03860386680107,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,521
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__change__region_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__change__region_main__glottolog_mean","alt_welfare__mean_log_real_mpce__early_2009__change","mean_log_real_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.283900738351995,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,521
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__change__region_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__change__region_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__early_2009__change","mean_log_real_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.0358467528951045,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,521
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__change__state_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__change__state_main__nonzero_mean","alt_welfare__mean_log_real_mpce__early_2009__change","mean_log_real_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",0.731781220659933,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,521
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__change__state_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__change__state_main__glottolog_mean","alt_welfare__mean_log_real_mpce__early_2009__change","mean_log_real_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.778141851315406,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,521
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__change__state_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__early_2009__change__state_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__early_2009__change","mean_log_real_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.083310447438475,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,521
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__ancova__region_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__ancova__region_main__nonzero_mean","alt_welfare__mean_log_real_mpce__medium_2011__ancova","mean_log_real_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",5.62980728891583,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,525
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__ancova__region_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__ancova__region_main__glottolog_mean","alt_welfare__mean_log_real_mpce__medium_2011__ancova","mean_log_real_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.113157589536138,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,525
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__ancova__region_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__ancova__region_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__medium_2011__ancova","mean_log_real_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.000337025578114637,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,525
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__ancova__state_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__ancova__state_main__nonzero_mean","alt_welfare__mean_log_real_mpce__medium_2011__ancova","mean_log_real_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",1.08509187017826,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,525
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__ancova__state_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__ancova__state_main__glottolog_mean","alt_welfare__mean_log_real_mpce__medium_2011__ancova","mean_log_real_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",1.74982446935067,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,525
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__ancova__state_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__ancova__state_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__medium_2011__ancova","mean_log_real_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.0827671790935493,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,525
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__change__region_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__change__region_main__nonzero_mean","alt_welfare__mean_log_real_mpce__medium_2011__change","mean_log_real_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",5.90295383645191,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,525
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__change__region_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__change__region_main__glottolog_mean","alt_welfare__mean_log_real_mpce__medium_2011__change","mean_log_real_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.1113510261192,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,525
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__change__region_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__change__region_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__medium_2011__change","mean_log_real_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",2.03190304704756e-05,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,525
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__change__state_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__change__state_main__nonzero_mean","alt_welfare__mean_log_real_mpce__medium_2011__change","mean_log_real_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",0.673923837964983,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,525
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__change__state_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__change__state_main__glottolog_mean","alt_welfare__mean_log_real_mpce__medium_2011__change","mean_log_real_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",1.22116589089622,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,525
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__change__state_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__medium_2011__change__state_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__medium_2011__change","mean_log_real_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.102952022253033,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,525
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__ancova__region_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__ancova__region_main__nonzero_mean","alt_welfare__mean_log_real_mpce__long_2022__ancova","mean_log_real_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",3.96410806152879,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,524
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__ancova__region_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__ancova__region_main__glottolog_mean","alt_welfare__mean_log_real_mpce__long_2022__ancova","mean_log_real_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.0132854707197997,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,524
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__ancova__region_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__ancova__region_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__long_2022__ancova","mean_log_real_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.000648167937038061,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,524
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__ancova__state_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__ancova__state_main__nonzero_mean","alt_welfare__mean_log_real_mpce__long_2022__ancova","mean_log_real_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",1.08235591036601,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,524
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__ancova__state_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__ancova__state_main__glottolog_mean","alt_welfare__mean_log_real_mpce__long_2022__ancova","mean_log_real_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",1.44446996386872,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,524
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__ancova__state_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__ancova__state_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__long_2022__ancova","mean_log_real_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.184316814037882,23.1085112116065,FALSE,0.921788539388799,FALSE,0.9217885393888,FALSE,FALSE,TRUE,TRUE,TRUE,524
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__change__region_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__change__region_main__nonzero_mean","alt_welfare__mean_log_real_mpce__long_2022__change","mean_log_real_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",4.08093035688336,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,524
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__change__region_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__change__region_main__glottolog_mean","alt_welfare__mean_log_real_mpce__long_2022__change","mean_log_real_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.0124923702769934,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,524
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__change__region_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__change__region_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__long_2022__change","mean_log_real_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",8.02938813286589e-05,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,524
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__change__state_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__change__state_main__nonzero_mean","alt_welfare__mean_log_real_mpce__long_2022__change","mean_log_real_mpce","hces_2022_23","change","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",0.685944474707812,23.1085112116065,FALSE,0.11789801878134,FALSE,0.11789801878134,FALSE,FALSE,TRUE,TRUE,TRUE,524
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__change__state_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__change__state_main__glottolog_mean","alt_welfare__mean_log_real_mpce__long_2022__change","mean_log_real_mpce","hces_2022_23","change","emi_exposure_all_children_0708","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",1.05038587778137,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,524
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__change__state_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2022__change__state_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__long_2022__change","mean_log_real_mpce","hces_2022_23","change","emi_exposure_all_children_0708","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.203791967862338,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,524
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__ancova__region_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__ancova__region_main__nonzero_mean","alt_welfare__mean_log_real_mpce__long_2023__ancova","mean_log_real_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",3.87554483546558,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,522
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__ancova__region_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__ancova__region_main__glottolog_mean","alt_welfare__mean_log_real_mpce__long_2023__ancova","mean_log_real_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.0342765475931474,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,522
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__ancova__region_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__ancova__region_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__long_2023__ancova","mean_log_real_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",2.64815242427032e-06,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,522
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__ancova__state_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__ancova__state_main__nonzero_mean","alt_welfare__mean_log_real_mpce__long_2023__ancova","mean_log_real_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",0.854709091502465,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,522
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__ancova__state_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__ancova__state_main__glottolog_mean","alt_welfare__mean_log_real_mpce__long_2023__ancova","mean_log_real_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",1.81150737339955,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,522
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__ancova__state_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__ancova__state_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__long_2023__ancova","mean_log_real_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.011697380391486,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,522
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__change__region_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__change__region_main__nonzero_mean","alt_welfare__mean_log_real_mpce__long_2023__change","mean_log_real_mpce","hces_2023_24","change","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",4.00071824262692,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,522
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__change__region_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__change__region_main__glottolog_mean","alt_welfare__mean_log_real_mpce__long_2023__change","mean_log_real_mpce","hces_2023_24","change","emi_exposure_all_children_0708","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.0326500069000429,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,522
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__change__region_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__change__region_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__long_2023__change","mean_log_real_mpce","hces_2023_24","change","emi_exposure_all_children_0708","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.000174938151344181,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,522
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__change__state_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__change__state_main__nonzero_mean","alt_welfare__mean_log_real_mpce__long_2023__change","mean_log_real_mpce","hces_2023_24","change","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",0.413672190541092,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,522
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__change__state_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__change__state_main__glottolog_mean","alt_welfare__mean_log_real_mpce__long_2023__change","mean_log_real_mpce","hces_2023_24","change","emi_exposure_all_children_0708","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",1.25755573667303,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,522
"consumption_iv__consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__change__state_main__dyen_noncognate","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__mean_log_real_mpce__long_2023__change__state_main__dyen_noncognate","alt_welfare__mean_log_real_mpce__long_2023__change","mean_log_real_mpce","hces_2023_24","change","emi_exposure_all_children_0708","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct",0.0303463543093671,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,522
"consumption_iv__consumption_welfare__alt_welfare__weighted_median_real_mpce__early_2009__ancova__region_main__nonzero_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__weighted_median_real_mpce__early_2009__ancova__region_main__nonzero_mean","alt_welfare__weighted_median_real_mpce__early_2009__ancova","weighted_median_real_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",4.8258842479682,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,521
"consumption_iv__consumption_welfare__alt_welfare__weighted_median_real_mpce__early_2009__ancova__region_main__glottolog_mean","welfare_definition","welfare_definition_robustness","consumption_welfare_robustness","consumption_welfare__alt_welfare__weighted_median_real_mpce__early_2009__ancova__region_main__glottolog_mean","alt_welfare__weighted_median_real_mpce__early_2009__ancova","weighted_median_real_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean",0.267418057605228,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,521
